,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
1651,a estrenar  exclusivo depto en miyana torre chapulin,40000.0,"granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,105.0, estrene exclusivo departamento con una excelente vista cuenta con 2 recamaras con baño cocina abierta medio baño de visitas y area de lavado las areas comunes son como un club con todo los necesario albercas carril de nado cancha de futbol spinning pilates gimnasio restaurante baños con sauna y vapor salon de juegos ludoteca y muchas amenidades mas estricta vigilancia 2 cajones de estacionamiento 46 y 45 en fila en el sotano e 40 entrega inmediata no deje de conocerlo excelente oportunidad easybroker id eb if6063 
1652,"departamento de 2 niveles en renta en magna residencial, santa fe.",30715.0,"el yaqui, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,120.0, excelente departamento en renta en magna residencial santa fe amueblado de 2 niveles con 2 recamaras la principal con baño y vestidor la 2da recamara con closets sala comedor cocina integral y area de lavanderia 2 lugares de estacionamiento pisos de ingenieria balcon areas comunes jardin gym salon de fiestas ludoteca est visitas mantenimiento incluido recuerda que 25 años de experiencia hacen la diferencia easybroker id eb ee6075 
1653,departamento en polanco a estrenar iluminado,30000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,100.0, edificio totalmente nuevo en polanco cuenta con seguridad 24 horas y elevador departamento de 2 cuartos y 2 baños completos sala comedor super iluminada con cocina integral todo a estrenar easybroker id eb hv0381 
1654,departamento en renta /venta lomas de chapultepec,45000.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,250.0, se encuentra en una de las mejores colonias a minutos de periferico paseo de la reforma departamento de 3 recamaras 2 5 baños sala y comedor con acceso a balcon cocina desayunador cuarto de servicio con baño completo area de lavado 2 cajones de estacionamientos 2 elevadores seguridad 24 7 easybroker id eb ip2288 
1655,departamento renta grand santa fe-cuajimalpa,52000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,0.0,3.0,3.0,238.0, hermoso departamento amueblado en excelente conjunto residencial grand santa fe sobre av santa fe vista al centro de santa fe ubicado cerca del parque la mexicana universidades colegios corporativos centros comerciales restaurantes supermercados supervia poniente consta de 3 recamaras con baño la principal con vestidor sala comedor family cocina equipada area de lavado y cuarto de servicio 3 estacionamientos techados estricta vigilancia 3 elevadores de visitas 1 elevador de servicio areas comunes excelentes instalaciones amplios jardines juegos infantiles ludoteca salon de adultos alberca techada gimnasio bussines center cumple con todas las medidas de seguridad para familias y ejecutivos de empresas internacionales mantenimiento incluido mascotas si pequeñas requisitos 1 mes de deposito 1 mes de renta aval en la cdmx comprobante ingresos ine 
1656,se renta departamento amueblado col. granada,24500.0,"granada, miguel hidalgo",miguel hidalgo,1.0,1.0,1.0,60.0, se renta precioso departamento completamente amueblado y equipado en el complejo de vita polanco excelente ubicacion en el piso 10 90m2 2 recamaras la principal con vestidor y baño 2 baños completos cuenta con cocina integral equipada con desayunador sala comedor balcon frances cuarto de lavado 2 lugares de estacionamiento amenidades espectacular lobby gimnasio 2 jacuzis sauna carril de nado amplio roof garden con asoleadero asadores y pista de jogging jardin con juegos infantiles salon fiestas 4 elevadores de 1 de servicio la renta ya incluye mantenimiento informes y citas 5578774595 easybroker id eb ji8748 
1657,hermoso departamento en renta ubicado en parte baja de las aguilas,27000.0,"ampliacion las aguilas, alvaro obregon",alvaro obregon,2.0,3.0,2.0,152.0, 152m2 3 recamaras c u con closet y la principal con vestidor dos baños completos estudio cocina equipada con lavavajillas persianas blancas en todo el departamento cuarto de lavado ventanas con doble vidrio para evitar el ruido estancia con balcon tercer piso dos estacionamientos no se estorban en 5to piso cuarto de servicio con baño completo y area de tendido vigilancia 24 horas easybroker id eb jk0384 
1658,departamento en renta polanco miyana amueblado,42000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,105.0, departamento de 105 m2 con dos recamaras 2 baños completos y uno de visitas 2 estacionamientos esta amueblado con muebles finos modernos y de muy buena calidad el desarrollo de miyana es la comodidad de tenerlo todo en un mismo lugar de acceder al mejor estilo de vida cosmopolita en una de las zonas de mayor plusvalia de mexico cuetna con amenidades como jardines canchas de futbol alberca ludoteca gym spas salon de yoga y pilates salon de tareas areas de juegos infantiles salon de eventos y centro comercial no te lo pierdas excelente opcion 
1659,departamento en renta  en col. granada.,21500.0,"granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,100.0, bonito departamento en renta con opcion de rentarse amueblado piso 13 interior 100 m2 2 recamaras 2 baños 2 estacionamientos area de lavado bonitas areas comunes gym salon de fiestas carril de nado etc renta sin muebles 21 500 renta amueblado 28 800 easybroker id eb ib2237 
1660,"renta departamento con terraza privada, en san angel",22500.0,"lomas de san angel inn, alvaro obregon",alvaro obregon,2.0,2.0,2.0,90.0, domo san angel hermoso departamento en domo san angel gran terraza exterior cocina abierta vigilancia 24 horas easybroker id eb jn9553 
1661,departamento - polanco,32750.0,"polanco, miguel hidalgo",miguel hidalgo,0.0,3.0,2.0,145.0, sala comedor cocina equipada con electrodomesticos 2 habitaciones con baño y vestidor lavanderia con lavadora y secadora cuarto de servicio con baño pequeño family hermosa terraza 
1662,departamento en renta bosques de las lomas,35000.0,"bosque de las lomas, miguel hidalgo",miguel hidalgo,3.0,3.0,3.0,265.0, departamento de lujo con muy buena distribucion amplio y mucha luz 3 recamaras 3 5 baños sala y comedor antecomedor estudio 3 garages alberca gimnasio salon de usos multiples jardin cerca de santa fe interlomas vista hermosa centros comerciales importantes oficinas restaurantes y colegios de prestigio asi como importantes vialidades 
1663,"renta departamento, remodelado nuevo, en bosques de las lomas. cdmx.",24000.0,"bosques de reforma bosques de las lomas, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,200.0, renta departamento excelente nuevo en exclusivo residencial en bosques de las lomas avenida bosques de reforma listo para entrar remodelado totalmente nuevo 200 metros 3 recamaras 3 baños completos cocina con cubierta de granito equipada con antecomedor cuarto de servicio y area de lavado integrados sala y comedor muy amplios con vista panoramica sala de television techos altos 2 bodegas 3 elevadores 3 estacionamientos estacionamiento de visitas con valet parking seguridad 24 horas cuenta con grandes amenidades como alberca techada gimnasio salon de usos multiples area infantil con juegos cancha de tenis cancha de futbol pista para caminar o correr jardines con terraza y asador pet friendly lugar para mascotas ubicacion privilegiada a unos metros de pabellon bosques y salidas para cualquier parte de la ciudad visita lo y te encantara renta 24 000 mas mantenimiento 5 000 citas socorro pastrana 
1664,departamento para oficina en renta en col florida,18500.0,alvaro obregon,alvaro obregon,1.0,3.0,2.0,120.0, departamento en renta para habitar u oficina en la colonia florida alcaldia alvaro obregon a una cuadra de insurgentes cerca de plaza inn y viveros cuenta con 3 recamaras con closet cada una la principal con baño baño de visitas cocina bastante amplia con espacio para desayunador cuarto de servicio con baño area de lavado integrada un estacionamiento elevador a la puerta sexto piso un departamento por piso mantenimiento 1 500 00 
1665,departamento en renta lomas de chapultepec,26000.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,102.0, el desarrollo cuenta dos 90 departamentos en 20 niveles departamento muy iluminado a media cuadra de periferico a 500 m de polanco y a 13 minutos caminando de av de las palmas consta de 2 recamaras 2 baños completos estancia comedor area de lavado 1 autos bodega amenidades 2 elevadores gimnasio snack bar area de vestidores terraza carril de nado jacuzzi asoleadero squash roof garden de uso comun vigilancia 24 hrs easybroker id eb ba9054 
1666,renta de departamento en  santa fe,33000.0,"santa fe, alvaro obregon",alvaro obregon,4.0,3.0,2.0,182.0, departamento en renta en metropoli santa fe 3 recamaras 2 5 baños 182 m de construccion 298 m de terreno 4 lugares de estacionamiento terraza cocina integral cuarto de servicio 4 piso bodega mantenimiento incluido amenidades juegos infantiles salon de usos multiples alberca roof con asadores terraza y camastros gimnasio jardin para mascotas easybroker id eb if8906 
1668,departamento en renta a estrenar en la colonia del valle,20000.0,"del valle, benito juarez",benito juarez,1.0,2.0,2.0,60.0, aprovecha departamento nuevo con balcon excelente opcion para jovenes con o sin pareja para venta van de 3 862 5000 a 5 278 750 de 58 87 m2 a 83 42 m2 todos con dos habitaciones el estacionamiento puede variar de 1 y dos lugares el precio de venta varea de acuerdo a los metros algunos cuentan con balcon distribuido en dos habitaciones dos baños completos cocina equipada con estufa y horno microondas balcon amenidades vigilancia 24 7 gimnasio roof garden area zen en construccion un lugar de estacionamiento sujeto a cambio de precios y disponibilidad sin previo viso easybroker id eb aw0113 
1669,renta departamento ampliacion granada,24000.0,"mateo aleman 697 ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,122.0, bajan de precio oportunidad amplios departamentos en vive en grand con una excelente ubicacion a un paso de miyana y antara tenemos varias opciones desde 80 m2 con dos recamaras hasta 117 m2 con 2recamaras 2 baños 2 lugares de estacionamiento totalmente independientes bodega super amplia desarrollo a un par de calles de polanco cuenta con muchas amenidades como gimnasio alberca ludoteca jardines asadores etc 2 recamaras 2 baños completos balcon amenidades como gimnasio ludoteca business center salon para niños y areas verdes 
1670,departamento en renta en isola frente al hospital abc (14),22000.0,"prolongacion vasco de quiroga 4299 santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,130.0, excelente departamento en renta en isola frente al hospital abc tiene dos recamaras la ppl con vestidor 2 baños completos family sala comedor cocina area de lavado alacena closet de blancos y visitas 2 cajones 1 bodega areas comunes gym alberca chapoteadero jacuzzi jardin area de asadores area de mascotas 
1671,departamento venta/renta  hegel polanco,28000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,115.0, departamento venta renta hegel polanco 115mt2 2 recamaras 2 baños sala comedor cocina area de lavado cuarto de servicio estacionamiento easybroker id eb gb4860 
1672,"departamento en renta y venta  con areas comunes, polanco",45000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,165.0, departamento en renta y venta en polanco excelente edificio con muy buenas areas comunes 2 recamaras 2 baños y dos lugares de estacionamiento sala comedor lavanderia y bodega el edificio cuenta con vigilancia 24 horas gym salon de belleza salon de eventos ludo teca business center alberca cubierta planta de luz y estacionamiento de visitas mantenimiento incluido en renta easybroker id eb gv7832 
1673,ph dos niveles en polanco terraza cerca parque lincoln,32750.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,335.0, citas a mediados de febrero ph polanco en dos niveles terraza con vista a campo marte y reforma en edificio de solo 13 deptos elevador directo al piso acabados de lujo sistema electrico con ultima tecnologia moderno con calefaccion sala comedor muy amplio e iluminado doble altura la sala family con ventanales medio baño para visitas cocina muy amplia con marmol y granito area de servicio 3 recamaras la principal con walk in closet baño y vestidor muy amplio 2 cajones de estacionamiento una bodega esta a una cuadra del parque lincoln accesso a reforma se puede rentar con o sin muebles la renta ya incluye el mantenimiento precio en dolares easybroker id eb if7531 
